game_pk,game_date,home_team,away_team,f1_home_scored,f1_away_scored,f1_nrfi,f1_home_runs,f1_away_runs,f5_home_runs,f5_away_runs,f5_total,f5_home_win,home_sp_id,away_sp_id,home_sp_k,away_sp_k,home_sp_ip,away_sp_ip,home_score_final,away_score_final,home_covers_rl,game_pk_bt,game,home_sp,away_sp,mc_rl,xgb_rl,blended_rl,model_total,vegas_total,home_score,away_score,actual_total,home_margin,signal,bet_win
822838,2026-03-28,TOR,ATH,0,0,1,0.0,0.0,1.0,0.0,1.0,1,605488,656302,2,12,5.4,5.8,8,7,0,822838,ATH @ TOR,DYLAN CEASE,JEFFREY SPRINGS,0.297,0.454,0.36,8.8,,8,7,15,1,AWAY +1.5 *,True
823082,2026-03-28,STL,TB,1,0,0,2.0,0.0,2.0,0.0,2.0,1,671212,700241,4,5,4.8,6.2,6,5,0,823082,TB @ STL,MICHAEL MCGREEVY,JOE BOYLE,0.278,0.559,0.39,9.9,,6,5,11,1,AWAY +1.5 *,True
823161,2026-03-28,SEA,CLE,0,0,1,0.0,0.0,2.0,0.0,2.0,1,676282,693433,5,9,5.9,5.4,5,6,0,823161,CLE @ SEA,BRYAN WOO,JOEY CANTILLO,0.357,0.54,0.43,7.8,,5,6,11,-1,,
823241,2026-03-28,SF,NYY,0,0,1,0.0,0.0,1.0,3.0,4.0,0,701542,641816,3,5,5.4,5.2,1,3,0,823241,NYY @ SF,TYLER MAHLE,WILL WARREN,0.339,0.429,0.375,9.5,,1,3,4,-2,AWAY +1.5 *,True
823323,2026-03-28,SD,DET,0,0,1,0.0,0.0,3.0,0.0,3.0,1,656427,681190,2,8,5.7,5.9,3,0,1,823323,DET @ SD,RANDY VASQUEZ,JACK FLAHERTY,0.327,0.577,0.427,10.6,,3,0,3,3,,
823488,2026-03-28,PHI,TEX,0,1,0,0.0,1.0,0.0,3.0,3.0,0,656641,605400,3,7,4.4,5.9,4,5,0,823488,TEX @ PHI,AARON NOLA,JACOB LATZ,0.229,0.43,0.309,9.7,,4,5,9,-1,AWAY +1.5 **,True
823651,2026-03-28,NYM,PIT,0,0,1,0.0,0.0,0.0,0.0,0.0,0,656605,656849,3,3,5.0,4.9,4,2,1,823651,PIT @ NYM,DAVID PETERSON,MITCH KELLER,0.238,0.445,0.321,9.6,,4,2,6,2,AWAY +1.5 **,False
823811,2026-03-28,MIL,CWS,1,0,0,3.0,0.0,4.0,1.0,5.0,1,680732,694477,5,4,5.9,4.8,6,1,1,823811,CWS @ MIL,CHAD PATRICK,SEAN BURKE,0.399,0.435,0.413,9.9,,6,1,7,5,,
823892,2026-03-28,MIA,COL,0,0,1,0.0,0.0,3.0,3.0,6.0,0,547179,691587,4,8,6.0,6.0,4,3,0,823892,COL @ MIA,EURY PEREZ,MICHAEL LORENZEN,0.342,0.568,0.432,11.2,,4,3,7,1,,
823973,2026-03-28,LAD,AZ,0,1,0,0.0,1.0,0.0,2.0,2.0,0,593958,607192,5,6,5.1,5.8,3,2,0,823973,AZ @ LAD,TYLER GLASNOW,EDUARDO RODRIGUEZ,0.339,0.513,0.408,8.7,,3,2,5,1,,
824213,2026-03-28,HOU,LAA,0,0,1,0.0,0.0,3.0,6.0,9.0,0,672282,664299,9,1,6.1,4.8,11,9,1,824213,LAA @ HOU,CRISTIAN JAVIER,REID DETMERS,0.199,0.404,0.281,10.1,,11,9,20,2,AWAY +1.5 **,False
824540,2026-03-28,CIN,BOS,1,0,0,2.0,0.0,5.0,3.0,8.0,1,543243,663903,5,5,5.2,4.8,6,5,0,824540,BOS @ CIN,BRADY SINGER,SONNY GRAY,0.22,0.418,0.299,10.4,,6,5,11,1,AWAY +1.5 **,True
824701,2026-03-28,CHC,WSH,0,0,1,0.0,0.0,6.0,2.0,8.0,1,571945,690990,4,4,6.3,4.8,10,2,1,824701,WSH @ CHC,CADE HORTON,MILES MIKOLAS,0.452,0.572,0.5,10.5,,10,2,12,8,,
824862,2026-03-28,BAL,MIN,0,0,1,0.0,0.0,1.0,3.0,4.0,0,671737,680694,9,4,5.9,5.4,1,4,0,824862,MIN @ BAL,KYLE BRADISH,TAJ BRADLEY,0.268,0.41,0.325,9.1,,1,4,5,-3,AWAY +1.5 **,True
824945,2026-03-28,ATL,KC,0,0,1,0.0,0.0,0.0,0.0,0.0,0,608379,625643,7,3,5.2,5.0,6,2,1,824945,KC @ ATL,REYNALDO LOPEZ,MICHAEL WACHA,0.38,0.52,0.436,9.4,,6,2,8,4,,
822837,2026-03-29,TOR,ATH,1,0,0,1.0,0.0,5.0,2.0,7.0,1,806960,641778,5,9,4.6,5.6,5,2,1,822837,ATH @ TOR,ERIC LAUER,LUIS MORALES,0.493,0.592,0.532,12.5,,5,2,7,3,,
823079,2026-03-29,STL,TB,0,0,1,0.0,0.0,4.0,6.0,10.0,0,571927,669160,2,3,5.2,3.9,7,11,0,823079,TB @ STL,DUSTIN MAY,STEVEN MATZ,0.347,0.567,0.435,11.1,,7,11,18,-4,,
823160,2026-03-29,SEA,CLE,0,0,1,0.0,0.0,6.0,0.0,6.0,1,677944,676106,5,9,6.0,6.3,8,0,1,823160,CLE @ SEA,EMERSON HANCOCK,SLADE CECCONI,0.289,0.563,0.398,9.0,,8,0,8,8,AWAY +1.5 *,False
823487,2026-03-29,PHI,TEX,0,0,1,0.0,0.0,0.0,5.0,5.0,0,669022,666200,7,7,5.8,6.4,3,8,0,823487,TEX @ PHI,JESUS LUZARDO,MACKENZIE GORE,0.287,0.531,0.385,8.9,,3,8,11,-5,AWAY +1.5 *,True
823647,2026-03-29,NYM,PIT,0,1,0,0.0,1.0,2.0,2.0,4.0,0,669387,690997,8,8,5.5,5.4,3,4,0,823647,PIT @ NYM,NOLAN MCLEAN,CARMEN MLODZINSKI,0.489,0.562,0.518,9.1,,3,4,7,-1,,
823810,2026-03-29,MIL,CWS,1,1,0,2.0,4.0,2.0,7.0,9.0,0,641743,687075,5,3,5.9,5.5,9,7,1,823810,CWS @ MIL,BRANDON SPROAT,ANTHONY KAY,0.316,0.488,0.385,12.8,,9,7,16,2,AWAY +1.5 *,False
823891,2026-03-29,MIA,COL,1,1,0,1.0,3.0,2.0,3.0,5.0,0,500779,676974,2,5,5.0,5.2,4,3,0,823891,COL @ MIA,MAX MEYER,JOSE QUINTANA,0.386,0.557,0.454,10.8,,4,3,7,1,,
824215,2026-03-29,HOU,LAA,0,0,1,0.0,0.0,6.0,6.0,12.0,0,686799,837227,3,4,6.1,4.8,9,7,1,824215,LAA @ HOU,TATSUYA IMAI,JACK KOCHANOWICZ,0.458,0.422,0.444,10.1,,9,7,16,2,,
824538,2026-03-29,CIN,BOS,0,0,1,0.0,0.0,0.0,2.0,2.0,0,813349,695076,6,5,6.2,5.5,3,2,0,824538,BOS @ CIN,RHETT LOWDER,CONNELLY EARLY,0.392,0.569,0.463,9.9,,3,2,5,1,,
824700,2026-03-29,CHC,WSH,0,1,0,0.0,3.0,2.0,3.0,5.0,0,663623,684007,7,7,6.0,5.3,3,6,0,824700,WSH @ CHC,SHOTA IMANAGA,JAKE IRVIN,0.417,0.592,0.487,10.2,,3,6,9,-3,,
824864,2026-03-29,BAL,MIN,0,0,1,0.0,0.0,3.0,4.0,7.0,0,641927,669358,1,4,3.6,5.0,8,6,1,824864,MIN @ BAL,SHANE BAZ,BAILEY OBER,0.351,0.581,0.443,9.6,,8,6,14,2,,
824944,2026-03-29,ATL,KC,0,0,1,0.0,0.0,0.0,3.0,3.0,0,607625,656550,3,4,5.0,4.9,1,4,0,824944,KC @ ATL,GRANT HOLMES,SETH LUGO,0.378,0.549,0.446,9.4,,1,4,5,-3,,
822834,2026-03-30,TOR,COL,0,0,1,0.0,0.0,1.0,2.0,3.0,0,608372,664074,4,3,4.7,3.0,5,14,0,822834,COL @ TOR,CODY PONCE,TOMOYUKI SUGANO,0.497,0.556,0.521,9.4,,5,14,19,-9,,
823080,2026-03-30,STL,NYM,1,1,0,1.0,1.0,1.0,2.0,3.0,0,605280,681517,5,1,5.8,5.1,2,4,0,823080,NYM @ STL,KYLE LEAHY,CLAY HOLMES,0.234,0.419,0.308,10.8,,2,4,6,-2,AWAY +1.5 **,True
823159,2026-03-30,SEA,NYY,0,0,1,0.0,0.0,1.0,0.0,1.0,1,677960,622491,7,7,5.0,6.1,2,1,0,823159,NYY @ SEA,LUIS CASTILLO,RYAN WEATHERS,0.406,0.586,0.478,9.7,,2,1,3,1,,
823320,2026-03-30,SD,SF,0,0,1,0.0,0.0,0.0,3.0,3.0,0,694738,621111,7,3,5.7,4.6,2,3,0,823320,SF @ SD,WALKER BUEHLER,LANDEN ROUPP,0.359,0.583,0.448,10.8,,2,3,5,-1,,
823484,2026-03-30,PHI,WSH,0,1,0,0.0,4.0,2.0,7.0,9.0,0,656492,592836,5,2,5.5,6.4,2,13,0,823484,WSH @ PHI,TAIJUAN WALKER,FOSTER GRIFFIN,0.36,0.418,0.383,11.2,,2,13,15,-11,AWAY +1.5 *,True
823809,2026-03-30,MIL,TB,0,1,0,0.0,1.0,0.0,1.0,1.0,0,607259,690986,3,8,5.7,5.6,2,3,0,823809,TB @ MIL,KYLE HARRISON,NICK MARTINEZ,0.287,0.532,0.385,9.6,,2,3,5,-1,AWAY +1.5 *,True
823890,2026-03-30,MIA,CWS,0,0,1,0.0,0.0,3.0,8.0,11.0,0,663436,663978,6,6,5.9,5.1,4,9,0,823890,CWS @ MIA,CHRIS PADDACK,DAVIS MARTIN,0.391,0.571,0.463,10.2,,4,9,13,-5,,
823972,2026-03-30,LAD,CLE,0,0,1,0.0,0.0,0.0,1.0,1.0,0,800048,808963,5,4,4.9,5.0,2,4,0,823972,CLE @ LAD,ROKI SASAKI,PARKER MESSICK,0.227,0.412,0.301,9.4,,2,4,6,-2,AWAY +1.5 **,True
824135,2026-03-30,KC,MIN,0,0,1,0.0,0.0,2.0,1.0,3.0,1,680573,663460,2,4,5.4,4.8,3,1,1,824135,MIN @ KC,KRIS BUBIC,SIMEON WOODS RICHARDSON,0.405,0.56,0.467,10.0,,3,1,4,2,,
824214,2026-03-30,HOU,BOS,1,0,0,1.0,0.0,4.0,0.0,4.0,1,624133,621121,3,9,4.9,6.2,8,1,1,824214,BOS @ HOU,LANCE MCCULLERS JR.,RANGER SUAREZ,0.26,0.535,0.37,10.3,,8,1,9,7,AWAY +1.5 *,False
824539,2026-03-30,CIN,PIT,0,0,1,0.0,0.0,2.0,0.0,2.0,1,677952,695505,3,7,5.6,5.0,2,0,1,824539,PIT @ CIN,CHASE BURNS,BRAXTON ASHCRAFT,0.2,0.492,0.317,8.9,,2,0,2,2,AWAY +1.5 **,False
824702,2026-03-30,CHC,LAA,1,0,0,3.0,0.0,6.0,0.0,6.0,1,696270,665795,2,5,5.2,5.2,7,2,1,824702,LAA @ CHC,EDWARD CABRERA,RYAN JOHNSON,0.372,0.514,0.429,9.4,,7,2,9,5,,
824863,2026-03-30,BAL,TEX,1,1,0,1.0,1.0,2.0,4.0,6.0,0,683004,605135,8,3,5.9,6.5,2,5,0,824863,TEX @ BAL,CHRIS BASSITT,JACK LEITER,0.238,0.393,0.3,9.9,,2,5,7,-3,AWAY +1.5 **,True
824943,2026-03-30,ATL,ATH,1,0,0,3.0,0.0,3.0,0.0,3.0,1,682052,693821,0,5,5.9,5.4,4,0,1,824943,ATH @ ATL,BRYCE ELDER,JACOB LOPEZ,0.393,0.556,0.458,9.9,,4,0,4,4,,
825108,2026-03-30,AZ,DET,1,0,0,2.0,0.0,8.0,0.0,8.0,1,434378,647336,1,10,5.2,5.7,9,6,1,825108,DET @ AZ,MICHAEL SOROKA,JUSTIN VERLANDER,0.315,0.562,0.414,11.9,,9,6,15,3,,
822836,2026-03-31,TOR,COL,0,0,1,0.0,0.0,2.0,0.0,2.0,1,663372,453286,4,4,3.0,5.4,5,1,1,822836,COL @ TOR,MAX SCHERZER,RYAN FELTNER,0.341,0.539,0.42,9.3,,5,1,6,4,,
823077,2026-03-31,STL,NYM,0,0,1,0.0,0.0,2.0,0.0,2.0,1,673540,669467,9,3,5.9,5.7,3,0,1,823077,NYM @ STL,ANDRE PALLANTE,KODAI SENGA,0.258,0.542,0.372,9.5,,3,0,3,3,AWAY +1.5 *,False
823158,2026-03-31,SEA,NYY,0,1,0,0.0,2.0,0.0,2.0,2.0,0,608331,669302,6,6,5.8,6.1,0,5,0,823158,NYY @ SEA,LOGAN GILBERT,MAX FRIED,0.299,0.449,0.359,8.4,,0,5,5,-5,AWAY +1.5 *,True
823322,2026-03-31,SD,SF,0,1,0,0.0,3.0,3.0,4.0,7.0,0,657277,608566,5,1,6.7,4.2,3,9,0,823322,SF @ SD,GERMAN MARQUEZ,LOGAN WEBB,0.298,0.449,0.359,9.8,,3,9,12,-6,AWAY +1.5 *,True
823485,2026-03-31,PHI,WSH,0,0,1,0.0,0.0,3.0,0.0,3.0,1,676571,691725,1,8,0.6,5.4,3,2,0,823485,WSH @ PHI,ANDREW PAINTER,PJ POULIN,0.403,0.529,0.453,9.1,,3,2,5,1,,
823807,2026-03-31,MIL,TB,0,1,0,0.0,1.0,3.0,2.0,5.0,1,663556,605540,4,6,5.1,4.3,6,2,1,823807,TB @ MIL,BRANDON WOODRUFF,SHANE MCCLANAHAN,0.382,0.441,0.406,9.0,,6,2,8,4,,
823888,2026-03-31,MIA,CWS,0,0,1,0.0,0.0,4.0,2.0,6.0,1,607200,676083,4,5,5.2,5.1,9,2,1,823888,CWS @ MIA,JANSON JUNK,ERICK FEDDE,0.323,0.572,0.422,10.6,,9,2,11,7,,
823969,2026-03-31,LAD,CLE,0,0,1,0.0,0.0,1.0,0.0,1.0,1,676440,660271,4,6,4.8,5.6,4,1,1,823969,CLE @ LAD,SHOHEI OHTANI,TANNER BIBEE,0.426,0.562,0.481,9.4,,4,1,5,3,,
824212,2026-03-31,HOU,BOS,1,0,0,1.0,0.0,6.0,1.0,7.0,1,678394,686613,2,8,5.9,5.0,9,2,1,824212,BOS @ HOU,HUNTER BROWN,BRAYAN BELLO,0.428,0.574,0.486,9.6,,9,2,11,7,,
824537,2026-03-31,CIN,PIT,0,0,1,0.0,0.0,1.0,6.0,7.0,0,696149,682227,6,3,5.2,6.1,3,8,0,824537,PIT @ CIN,BRANDON WILLIAMSON,BUBBA CHANDLER,0.296,0.562,0.402,12.3,,3,8,11,-5,,
824699,2026-03-31,CHC,LAA,0,0,1,0.0,0.0,0.0,0.0,0.0,0,667755,592791,4,3,5.8,5.7,0,2,0,824699,LAA @ CHC,JAMESON TAILLON,JOSE SORIANO,0.335,0.425,0.371,9.0,,0,2,2,-2,AWAY +1.5 *,True
824861,2026-03-31,BAL,TEX,0,0,1,0.0,0.0,3.0,3.0,6.0,0,594798,621107,7,7,5.1,4.8,5,8,0,824861,TEX @ BAL,ZACH EFLIN,JACOB DEGROM,0.246,0.566,0.374,8.5,,5,8,13,-3,AWAY +1.5 *,True
824942,2026-03-31,ATL,ATH,1,0,0,1.0,0.0,2.0,5.0,7.0,0,650644,660761,3,6,5.6,4.3,2,5,0,824942,ATH @ ATL,JOSE SUAREZ,AARON CIVALE,0.251,0.539,0.366,10.2,,2,5,7,-3,AWAY +1.5 *,True
825107,2026-03-31,AZ,DET,0,0,1,0.0,0.0,1.0,5.0,6.0,0,663554,694297,9,3,6.0,5.5,7,5,1,825107,DET @ AZ,BRANDON PFAADT,CASEY MIZE,0.334,0.578,0.431,10.4,,7,5,12,2,,
822835,2026-04-01,TOR,COL,0,0,1,0.0,0.0,1.0,0.0,1.0,1,607536,592332,6,10,5.7,5.7,1,2,0,822835,COL @ TOR,KEVIN GAUSMAN,KYLE FREELAND,0.411,0.539,0.462,9.2,,1,2,3,-1,,
823078,2026-04-01,STL,NYM,0,0,1,0.0,0.0,0.0,0.0,0.0,0,642547,669461,7,2,5.9,4.9,2,1,0,823078,NYM @ STL,MATTHEW LIBERATORE,FREDDY PERALTA,0.255,0.56,0.377,9.2,,2,1,3,1,AWAY +1.5 *,True
823157,2026-04-01,SEA,NYY,0,1,0,0.0,1.0,0.0,1.0,1.0,0,693645,669923,7,6,5.1,5.7,3,5,0,823157,NYY @ SEA,GEORGE KIRBY,CAM SCHLITTLER,0.182,0.41,0.273,8.0,,3,5,8,-2,AWAY +1.5 **,True
823321,2026-04-01,SD,SF,1,0,0,1.0,0.0,2.0,0.0,2.0,1,605288,601713,4,8,5.5,5.3,7,1,1,823321,SF @ SD,NICK PIVETTA,ADRIAN HOUSER,0.465,0.6,0.519,10.5,,7,1,8,6,,
823483,2026-04-01,PHI,WSH,1,0,0,1.0,0.0,1.0,1.0,2.0,0,676917,650911,3,7,5.4,6.3,6,5,0,823483,WSH @ PHI,CRISTOPHER SANCHEZ,CADE CAVALLI,0.301,0.41,0.345,10.1,,6,5,11,1,AWAY +1.5 *,True
823806,2026-04-01,MIL,TB,0,0,1,0.0,0.0,2.0,2.0,4.0,0,656876,694819,8,7,5.7,6.1,8,2,1,823806,TB @ MIL,JACOB MISIOROWSKI,DREW RASMUSSEN,0.348,0.527,0.42,9.1,,8,2,10,6,,
823889,2026-04-01,MIA,CWS,1,0,0,4.0,0.0,8.0,0.0,8.0,1,681343,645261,1,7,4.6,6.0,10,0,1,823889,CWS @ MIA,SANDY ALCANTARA,SHANE SMITH,0.387,0.581,0.464,9.6,,10,0,10,10,,
823970,2026-04-01,LAD,CLE,0,0,1,0.0,0.0,0.0,2.0,2.0,0,668909,808967,10,2,5.5,5.6,1,4,0,823970,CLE @ LAD,YOSHINOBU YAMAMOTO,GAVIN WILLIAMS,0.407,0.556,0.466,9.3,,1,4,5,-3,,
824136,2026-04-01,KC,MIN,0,0,1,0.0,0.0,5.0,1.0,6.0,1,657746,702070,3,5,5.0,5.5,13,9,1,824136,MIN @ KC,NOAH CAMERON,JOE RYAN,0.233,0.579,0.371,9.8,,13,9,22,4,AWAY +1.5 *,False
824211,2026-04-01,HOU,BOS,1,1,0,2.0,1.0,5.0,2.0,7.0,1,676979,681347,7,6,6.0,5.4,6,4,1,824211,BOS @ HOU,MIKE BURROWS,GARRETT CROCHET,0.269,0.527,0.372,10.0,,6,4,10,2,AWAY +1.5 *,False
824536,2026-04-01,CIN,PIT,0,1,0,0.0,3.0,1.0,3.0,4.0,0,694973,671096,5,5,5.0,5.7,3,8,0,824536,PIT @ CIN,ANDREW ABBOTT,PAUL SKENES,0.208,0.426,0.295,8.4,,3,8,11,-5,AWAY +1.5 **,True
824698,2026-04-01,CHC,LAA,0,0,1,0.0,0.0,5.0,0.0,5.0,1,579328,571510,5,10,5.9,6.3,6,2,1,824698,LAA @ CHC,MATTHEW BOYD,YUSEI KIKUCHI,0.297,0.517,0.385,10.6,,6,2,8,4,AWAY +1.5 *,False
824860,2026-04-01,BAL,TEX,0,0,1,0.0,0.0,7.0,2.0,9.0,1,543135,669432,5,3,5.7,5.9,8,3,1,824860,TEX @ BAL,TREVOR ROGERS,NATHAN EOVALDI,0.339,0.586,0.438,9.1,,8,3,11,5,,
824940,2026-04-01,ATL,ATH,0,0,1,0.0,0.0,5.0,1.0,6.0,1,622663,519242,7,3,5.9,5.1,5,1,1,824940,ATH @ ATL,CHRIS SALE,LUIS SEVERINO,0.326,0.578,0.427,10.0,,5,1,6,4,,
825106,2026-04-01,AZ,DET,1,0,0,1.0,0.0,1.0,0.0,1.0,1,669373,668678,3,2,5.6,5.7,1,0,0,825106,DET @ AZ,ZAC GALLEN,TARIK SKUBAL,0.263,0.406,0.32,9.6,,1,0,1,1,AWAY +1.5 **,True
823242,2026-04-02,SF,NYM,1,1,0,3.0,1.0,6.0,2.0,8.0,1,656849,592662,5,7,4.4,6.2,7,2,1,823242,NYM @ SF,ROBBIE RAY,DAVID PETERSON,0.395,0.574,0.467,9.9,,7,2,9,5,,
824133,2026-04-02,KC,MIN,0,0,1,0.0,0.0,0.0,1.0,1.0,0,671737,666142,3,8,6.5,5.7,1,5,0,824133,MIN @ KC,COLE RAGANS,TAJ BRADLEY,0.283,0.429,0.341,9.3,,1,5,6,-4,AWAY +1.5 *,True
825105,2026-04-02,AZ,ATL,0,1,0,0.0,1.0,1.0,10.0,11.0,0,625643,669194,3,3,5.2,5.2,2,17,0,825105,ATL @ AZ,RYNE NELSON,REYNALDO LOPEZ,0.259,0.539,0.371,10.1,,2,17,19,-15,AWAY +1.5 *,True
822758,2026-04-03,WSH,LAD,1,0,0,3.0,0.0,4.0,11.0,15.0,0,686218,571945,2,4,6.4,5.6,6,13,0,822758,LAD @ WSH,MILES MIKOLAS,EMMET SHEEHAN,0.343,0.437,0.38,11.6,,6,13,19,-7,AWAY +1.5 *,True
822919,2026-04-03,TEX,CIN,0,0,1,0.0,0.0,2.0,2.0,4.0,0,663903,669022,5,9,5.6,5.7,3,5,0,822919,CIN @ TEX,MACKENZIE GORE,BRADY SINGER,0.512,0.577,0.538,10.4,,3,5,8,-2,,
823240,2026-04-03,SF,NYM,0,1,0,0.0,2.0,0.0,5.0,5.0,0,690997,641816,4,4,6.0,5.9,3,10,0,823240,NYM @ SF,TYLER MAHLE,NOLAN MCLEAN,0.198,0.4,0.279,8.6,,3,10,13,-7,AWAY +1.5 **,True
823406,2026-04-03,PIT,BAL,0,0,1,0.0,0.0,5.0,2.0,7.0,1,680694,656605,6,4,5.2,5.7,5,4,0,823406,BAL @ PIT,MITCH KELLER,KYLE BRADISH,0.349,0.572,0.438,9.2,,5,4,9,1,,
823568,2026-04-03,NYY,MIA,1,1,0,2.0,1.0,4.0,2.0,6.0,1,691587,701542,4,6,5.5,5.0,8,2,1,823568,MIA @ NYY,WILL WARREN,EURY PEREZ,0.369,0.574,0.451,10.4,,8,2,10,6,,
823732,2026-04-03,MIN,TB,0,1,0,0.0,2.0,3.0,3.0,6.0,0,671212,641927,9,4,6.7,5.3,10,4,1,823732,TB @ MIN,BAILEY OBER,JOE BOYLE,0.346,0.433,0.38,10.1,,10,4,14,6,AWAY +1.5 *,False
824056,2026-04-03,LAA,SEA,0,0,1,0.0,0.0,0.0,0.0,0.0,0,693433,672282,6,4,5.6,6.8,1,3,0,824056,SEA @ LAA,REID DETMERS,BRYAN WOO,0.255,0.431,0.325,8.3,,1,3,4,-2,AWAY +1.5 **,True
824299,2026-04-03,DET,STL,0,0,1,0.0,0.0,3.0,0.0,3.0,1,700241,664285,4,5,4.8,5.9,4,0,1,824299,STL @ DET,FRAMBER VALDEZ,MICHAEL MCGREEVY,0.376,0.432,0.398,9.9,,4,0,4,4,AWAY +1.5 *,False
824377,2026-04-03,COL,PHI,0,1,0,0.0,7.0,1.0,10.0,11.0,0,605400,547179,9,2,6.1,5.0,1,10,0,824377,PHI @ COL,MICHAEL LORENZEN,AARON NOLA,0.277,0.432,0.339,12.9,,1,10,11,-9,AWAY +1.5 **,True
824458,2026-04-03,CLE,CHC,0,0,1,0.0,0.0,1.0,1.0,2.0,0,690990,676282,0,6,1.1,5.3,4,1,1,824458,CHC @ CLE,JOEY CANTILLO,CADE HORTON,0.341,0.437,0.38,8.9,,4,1,5,3,AWAY +1.5 *,False
824621,2026-04-03,CWS,TOR,1,0,0,1.0,0.0,3.0,1.0,4.0,1,656302,691799,6,1,6.0,0.6,5,4,0,824621,TOR @ CWS,GRANT TAYLOR,DYLAN CEASE,0.293,0.522,0.385,9.1,,5,4,9,1,AWAY +1.5 *,True
824786,2026-04-03,BOS,SD,0,0,1,0.0,0.0,2.0,2.0,4.0,0,650633,543243,5,3,5.2,5.6,5,2,1,824786,SD @ BOS,SONNY GRAY,MICHAEL KING,0.331,0.558,0.422,9.4,,5,2,7,3,,
825026,2026-04-03,ATH,HOU,0,0,1,0.0,0.0,11.0,1.0,12.0,1,664299,605488,2,7,5.3,6.6,11,4,1,825026,HOU @ ATH,JEFFREY SPRINGS,CRISTIAN JAVIER,0.456,0.6,0.514,10.0,,11,4,15,7,,
825103,2026-04-03,AZ,ATL,0,0,1,0.0,0.0,0.0,0.0,0.0,0,656550,593958,4,3,5.5,5.9,0,2,0,825103,ATL @ AZ,EDUARDO RODRIGUEZ,GRANT HOLMES,0.37,0.559,0.445,8.9,,0,2,2,-2,,
822757,2026-04-04,WSH,LAD,0,1,0,0.0,2.0,2.0,9.0,11.0,0,607192,663623,9,4,6.5,5.5,5,10,0,822757,LAD @ WSH,JAKE IRVIN,TYLER GLASNOW,0.243,0.431,0.318,9.4,,5,10,15,-5,AWAY +1.5 **,True
822920,2026-04-04,TEX,CIN,0,1,0,0.0,2.0,0.0,2.0,2.0,0,695076,677958,4,3,5.3,5.2,0,2,0,822920,CIN @ TEX,KUMAR ROCKER,RHETT LOWDER,0.308,0.45,0.365,10.4,,0,2,2,-2,AWAY +1.5 *,True
823239,2026-04-04,SF,NYM,0,0,1,0.0,0.0,0.0,8.0,8.0,0,605280,694738,4,7,5.8,6.1,0,9,0,823239,NYM @ SF,LANDEN ROUPP,CLAY HOLMES,0.285,0.415,0.337,10.0,,0,9,9,-9,AWAY +1.5 **,True
823404,2026-04-04,PIT,BAL,0,0,1,0.0,0.0,1.0,2.0,3.0,0,669358,669387,5,5,6.3,5.4,3,2,0,823404,BAL @ PIT,CARMEN MLODZINSKI,SHANE BAZ,0.251,0.548,0.37,10.0,,3,2,5,1,AWAY +1.5 *,True
823569,2026-04-04,NYY,MIA,0,1,0,0.0,2.0,2.0,4.0,6.0,0,676974,677960,6,4,5.7,5.7,9,7,1,823569,MIA @ NYY,RYAN WEATHERS,MAX MEYER,0.308,0.551,0.405,10.6,,9,7,16,2,,
